14,10,24,22
16,9,25,22
15,10,25,21
19,10,24,24
19,10,23,26
16,9,23,21
15,9,23,20
16,9,23,20
17,9,22,20
18,9,23,22
19,10,23,25
18,8,22,26
16,8,21,20
16,8,22,19
15,8,20,24
16,8,22,23
17,8,21,24
19,9,21,26
18,10,19,27
18,10,19,20
18,10,20,19
17,10,20,18
18,9,19,20
18,10,18,21
20,9,19,26
20,13,19,29
17,11,19,23
17,12,21,20
17,11,17,21
18,11,19,19
18,12,19,23
21,11,20,28
19,13,29,28
16,12,28,21
16,13,27,17
15,13,26,19
17,12,27,21
18,12,28,22
20,13,26,28
19,18,22,28
16,17,22,20
16,16,19,20
17,17,22,22
19,17,21,30
21,18,22,28
20,18,21,30
19,21,20,30
15,19,23,20
14,20,20,19
15,20,15,22
22,20,22,28
23,22,23,26
23,21,20,32
21,26,21,26
16,25,15,18
16,21,15,16
14,26,12,15
17,24,15,14
18,27,17,19
22,27,16,26
22,31,15,27
17,26,16,13
16,26,12,15
17,27,25,16
17,28,3,16
18,31,15,18
21,32,15,26
22,26,18,27
17,20,17,22
15,23,16,11
15,22,15,13
17,23,17,15
17,24,19,16
21,27,24,25
20,17,16,23
17,12,19,11
15,11,19,10
15,13,19,12
17,14,22,13
16,16,18,17
21,18,19,22
21,13,16,21
16,9,18,11
16,11,19,9
16,13,18,10
16,12,17,11
18,13,18,16
22,15,23,23
20,11,19,19
15,8,8,10
15,10,15,8
15,10,14,9
16,9,15,11
18,11,17,14
20,12,16,20
21,10,11,20
17,10,12,16
16,10,12,12
15,9,13,11
15,10,12,12
18,11,12,15
21,11,13,19
20,10,8,17
15,8,10,11
14,10,9,6
14,9,8,11
15,10,9,12
16,9,8,16
19,10,9,18
32,10,8,14
26,8,8,11
25,10,8,7
25,10,8,11
26,9,8,12
28,10,9,13
31,10,8,18
30,9,13,16
24,9,14,10
21,9,14,11
22,10,13,11
23,10,13,12
24,10,13,15
31,10,14,17
29,9,9,16
18,8,9,13
19,9,10,13
19,9,10,11
19,6,10,14
21,9,9,16
29,9,10,15
27,9,15,17
15,9,15,15
22,9,15,12
19,8,14,13
13,9,15,14
14,9,15,16
27,10,15,18
24,10,14,16
12,9,13,14
10,9,13,13
9,10,13,13
16,10,14,14
22,10,13,15
27,10,14,18
22,10,15,19
6,10,15,16
9,9,15,7
6,9,15,15
9,9,16,16
19,10,15,17
23,9,15,20
24,10,17,18
9,10,17,15
11,9,18,15
11,10,17,15
12,9,17,15
15,10,18,16
25,10,17,18
23,10,21,19
12,9,21,17
13,10,21,17
21,10,21,17
14,9,20,18
16,9,21,18
26,10,22,20
26,10,21,19
14,10,21,18
14,10,21,17
14,10,21,17
15,10,22,18
14,10,20,18
21,10,21,20
22,10,25,19
9,10,24,16
10,10,25,17
12,9,24,17
14,9,24,17
15,10,24,18
24,10,25,20
22,10,22,19
14,10,21,18
12,10,22,17
14,10,22,17
14,9,22,18
16,10,21,19
23,10,22,20
23,10,24,20
12,10,24,18
12,9,24,18
12,10,24,18
15,9,24,19
18,10,24,20
24,10,24,21
24,11,23,19
14,11,23,18
12,11,23,16
15,11,24,14
13,10,23,18
16,11,22,19
24,12,24,20
23,11,24,21
11,12,24,18
10,11,24,18
14,12,23,18
20,12,24,19
16,12,23,18
22,12,24,21
20,12,24,19
9,12,25,19
11,11,25,18
10,12,24,18
12,11,24,18
14,12,24,19
20,12,25,20
21,11,21,20
9,10,21,20
8,11,22,19
11,11,21,20
10,11,22,18
12,10,21,20
21,11,22,21
21,15,22,20
13,12,22,19
12,14,22,19
13,14,22,19
14,13,22,18
17,14,22,20
23,14,22,21
23,17,27,21
14,16,27,20
13,14,27,20
11,14,27,20
11,15,27,19
13,16,27,21
19,14,27,22
19,17,21,21
12,15,21,20
13,16,21,20
12,15,21,20
14,16,21,19
17,17,21,21
21,19,21,21
19,23,27,20
13,18,27,20
14,21,27,20
13,21,27,20
15,21,27,20
16,23,27,21
22,24,27,21
20,22,25,22
15,17,25,21
15,18,25,21
15,19,25,21
16,19,25,20
17,20,25,22
22,21,25,22
20,20,24,23
16,19,23,22
15,16,24,22
15,17,24,23
19,20,24,20
18,19,24,24
20,21,24,23
19,16,29,25
14,12,29,24
15,14,29,24
15,14,28,24
16,13,29,20
16,16,29,25
21,17,29,26
20,14,27,26
14,14,26,24
16,9,27,25
16,10,27,24
17,12,26,23
17,13,27,28
21,13,27,28
20,13,26,26
15,10,25,26
16,12,26,25
16,13,26,22
17,13,25,23
19,14,25,29
21,15,25,31
20,14,25,26
17,11,25,26
17,9,24,25
17,11,24,21
17,11,24,24
19,12,25,30
21,14,24,32
21,13,26,25
17,10,25,26
15,13,26,23
15,10,26,18
15,12,25,23
16,13,25,31
19,15,26,32
19,11,28,31
18,10,28,22
19,10,26,21
15,11,26,16
16,10,27,21
16,11,27,30
18,12,28,32
18,10,24,22
16,8,26,23
15,9,24,18
16,8,25,14
16,9,24,20
16,9,24,28
19,11,24,32
19,10,24,20
16,9,24,19
16,9,24,17
16,9,23,14
16,7,24,19
17,11,25,28
19,10,24,29
19,8,27,19
15,8,26,17
16,10,28,17
16,7,28,16
14,9,28,20
15,9,27,27
16,10,29,29
16,9,25,18
13,8,25,19
14,9,25,15
15,8,24,15
13,8,25,19
15,9,25,27
17,9,25,27
16,10,29,22
17,9,28,15
16,10,29,10
14,10,29,16
14,9,28,18
15,10,29,25
17,10,27,25
16,9,27,17
15,9,27,15
15,9,26,9
15,9,27,16
15,9,28,17
15,9,28,24
17,9,27,26
16,9,28,19
15,8,27,18
15,8,27,15
15,8,28,16
15,8,28,17
16,9,27,25
17,9,28,25
19,10,28,19
19,10,28,19
18,10,28,15
17,9,27,19
17,9,27,14
17,10,25,23
19,10,27,25
19,10,27,19
18,10,27,18
18,10,27,17
18,10,27,21
15,10,27,12
17,10,25,23
19,10,25,25
19,9,24,18
19,9,23,18
17,9,24,16
18,9,24,18
18,9,24,15
18,9,23,23
19,10,25,24
19,9,28,19
18,9,29,18
18,9,27,16
18,8,26,23
17,9,27,24
18,9,26,24
19,9,27,24
19,10,25,16
17,10,25,18
17,10,24,15
17,10,28,5
17,10,24,18
18,10,25,23
18,11,27,25
18,10,26,19
17,10,27,17
17,10,27,16
17,10,26,18
17,10,25,16
19,10,27,23
18,10,27,25
19,12,27,17
18,12,27,17
17,11,27,12
18,12,26,18
17,12,29,15
18,11,25,21
18,12,27,23
18,12,29,16
18,13,10,14
18,12,27,13
18,12,27,5
18,12,27,21
19,13,32,23
19,13,32,23
18,14,20,14
18,14,26,11
18,13,25,12
18,12,28,16
18,13,27,21
25,13,30,22
25,13,26,23
